Year,Brand,Body,Engine Type,Model,Registration,sid
2009,Mercedes-Benz,sedan,*,*,*,1019
2000,Volkswagen,van,*,*,*,1020
2010,Volkswagen,vagon,*,*,*,1022
2016,Renault,sedan,*,*,*,1023
2003,Toyota,sedan,*,*,*,1024
1988,Audi,sedan,*,*,*,1025
1999,Volkswagen,van,*,*,*,1026
2011,Renault,crossover,*,*,*,1027
2010,Volkswagen,other,*,*,*,1028
2013,BMW,sedan,*,*,*,1029
1985,Mercedes-Benz,sedan,*,*,*,1030
2002,Toyota,van,*,*,*,1031
2009,Mercedes-Benz,other,*,*,*,1032
2006,Renault,vagon,*,*,*,1033
1996,Audi,sedan,*,*,*,1034
2008,Audi,vagon,*,*,*,1035
2013,Volkswagen,crossover,*,*,*,1036
2005,Mercedes-Benz,other,*,*,*,1037
2010,Volkswagen,sedan,*,*,*,1038
2004,Renault,other,*,*,*,1039
1995,Volkswagen,van,*,*,*,1040
2015,Mercedes-Benz,sedan,*,*,*,1042
2004,Volkswagen,crossover,*,*,*,1044
2002,Volkswagen,hatch,*,*,*,1045
2006,Toyota,crossover,*,*,*,1046
2010,Audi,sedan,*,*,*,1047
2009,Mitsubishi,sedan,*,*,*,1048
2005,Audi,vagon,*,*,*,1049
2006,BMW,crossover,*,*,*,1050
2013,Toyota,hatch,*,*,*,1051
2002,Mercedes-Benz,sedan,*,*,*,1052
2008,Volkswagen,vagon,*,*,*,1054
2008,Mitsubishi,other,*,*,*,1055
2000,Toyota,sedan,*,*,*,1056
2004,Volkswagen,van,*,*,*,1058
2007,Volkswagen,vagon,*,*,*,1059
2004,Audi,vagon,*,*,*,1060
1996,Mercedes-Benz,vagon,*,*,*,1061
2009,BMW,crossover,*,*,*,1062
2012,Renault,sedan,*,*,*,1063
2010,Mitsubishi,sedan,*,*,*,1064
2009,Mercedes-Benz,van,*,*,*,1065
2000,Volkswagen,vagon,*,*,*,1066
2011,Audi,sedan,*,*,*,1067
1993,Mitsubishi,hatch,*,*,*,1068
2016,Renault,crossover,*,*,*,1069
2016,Volkswagen,van,*,*,*,1070
2015,BMW,sedan,*,*,*,1071
2007,Toyota,hatch,*,*,*,1072
1999,Mercedes-Benz,other,*,*,*,1073
2012,Mercedes-Benz,other,*,*,*,1074
1998,Mercedes-Benz,sedan,*,*,*,1075
2001,Mercedes-Benz,van,*,*,*,1077
2005,Toyota,vagon,*,*,*,1078
2000,Volkswagen,sedan,*,*,*,1079
2000,Volkswagen,other,*,*,*,1080
2003,Volkswagen,van,*,*,*,1081
1986,Mercedes-Benz,sedan,*,*,*,1082
2012,Mitsubishi,crossover,*,*,*,1083
2014,Toyota,crossover,*,*,*,1084
2000,Volkswagen,hatch,*,*,*,1085
2013,Renault,vagon,*,*,*,1086
2006,Mercedes-Benz,other,*,*,*,1087
2003,Renault,vagon,*,*,*,1088
1998,BMW,other,*,*,*,1089
2011,BMW,other,*,*,*,1090
1998,Volkswagen,vagon,*,*,*,1092
2005,Renault,van,*,*,*,1094
2011,Toyota,sedan,*,*,*,1095
1989,Volkswagen,hatch,*,*,*,1096
2012,BMW,other,*,*,*,1097
2016,Toyota,sedan,*,*,*,1099
2004,Volkswagen,vagon,*,*,*,1100
2004,Toyota,crossover,*,*,*,1101
2005,Toyota,other,*,*,*,1105
1994,Volkswagen,hatch,*,*,*,1106
2010,Toyota,sedan,*,*,*,1107
2013,BMW,crossover,*,*,*,1108
2012,Audi,sedan,*,*,*,1111
2013,Audi,vagon,*,*,*,1112
2002,Audi,vagon,*,*,*,1113
2004,Volkswagen,sedan,*,*,*,1114
2003,BMW,crossover,*,*,*,1115
2016,Audi,crossover,*,*,*,1116
2001,Mercedes-Benz,other,*,*,*,1117
2005,Renault,vagon,*,*,*,1118
2005,Volkswagen,other,*,*,*,1119
2004,Mitsubishi,sedan,*,*,*,1120
1997,Mercedes-Benz,crossover,*,*,*,1121
2002,Mercedes-Benz,vagon,*,*,*,1122
2006,Mercedes-Benz,crossover,*,*,*,1123
2006,Mitsubishi,other,*,*,*,1124
2001,Audi,other,*,*,*,1126
1998,Mitsubishi,sedan,*,*,*,1129
2009,Renault,sedan,*,*,*,1130
2008,Toyota,hatch,*,*,*,1131
2006,Renault,van,*,*,*,1132
1994,Toyota,crossover,*,*,*,1133
1995,Toyota,sedan,*,*,*,1137
2007,Audi,other,*,*,*,1138
2015,Toyota,sedan,*,*,*,1139
2012,Toyota,sedan,*,*,*,1141
2006,BMW,hatch,*,*,*,1142
2003,Audi,other,*,*,*,1144
2001,Volkswagen,vagon,*,*,*,1146
2008,Renault,sedan,*,*,*,1147
2011,Audi,hatch,*,*,*,1148
2014,Mercedes-Benz,van,*,*,*,1149
1992,Audi,sedan,*,*,*,1150
2001,Audi,sedan,*,*,*,1152
2013,Audi,sedan,*,*,*,1153
2005,Renault,hatch,*,*,*,1155
2006,Mitsubishi,hatch,*,*,*,1156
2005,Mitsubishi,sedan,*,*,*,1157
2014,Volkswagen,van,*,*,*,1159
2004,Toyota,other,*,*,*,1160
2011,BMW,sedan,*,*,*,1161
2005,BMW,hatch,*,*,*,1162
2014,Mercedes-Benz,other,*,*,*,1163
2001,BMW,vagon,*,*,*,1164
1996,Volkswagen,hatch,*,*,*,1165
2011,Mercedes-Benz,van,*,*,*,1167
1993,Audi,sedan,*,*,*,1168
2003,Mitsubishi,other,*,*,*,1169
2010,Volkswagen,van,*,*,*,1170
2009,Mitsubishi,crossover,*,*,*,1172
1997,BMW,vagon,*,*,*,1173
2008,Volkswagen,hatch,*,*,*,1174
1986,Mitsubishi,crossover,*,*,*,1175
2009,Renault,vagon,*,*,*,1176
2014,BMW,vagon,*,*,*,1178
2007,Volkswagen,van,*,*,*,1179
2006,BMW,vagon,*,*,*,1180
2016,Mitsubishi,crossover,*,*,*,1181
1994,Audi,vagon,*,*,*,1182
2013,Mitsubishi,crossover,*,*,*,1183
2013,Mercedes-Benz,crossover,*,*,*,1184
2013,BMW,other,*,*,*,1185
2013,Mercedes-Benz,other,*,*,*,1186
2015,Volkswagen,sedan,*,*,*,1187
2015,Mercedes-Benz,crossover,*,*,*,1188
2009,Toyota,hatch,*,*,*,1189
2001,Audi,vagon,*,*,*,1190
2000,Toyota,other,*,*,*,1191
2006,Volkswagen,crossover,*,*,*,1192
1969,Mercedes-Benz,sedan,*,*,*,1193
2010,BMW,other,*,*,*,1195
1997,Volkswagen,van,*,*,*,1196
1987,Volkswagen,hatch,*,*,*,1197
2000,BMW,other,*,*,*,1198
2006,Toyota,hatch,*,*,*,1199
1993,Toyota,crossover,*,*,*,1200
1994,Audi,sedan,*,*,*,1201
2012,Audi,hatch,*,*,*,1202
1995,Mercedes-Benz,vagon,*,*,*,1203
1988,Mercedes-Benz,sedan,*,*,*,1204
2014,Mitsubishi,crossover,*,*,*,1206
2008,Audi,crossover,*,*,*,1207
1997,Toyota,crossover,*,*,*,1208
2006,Toyota,other,*,*,*,1209
1984,Volkswagen,sedan,*,*,*,1211
2011,Audi,vagon,*,*,*,1212
2004,BMW,hatch,*,*,*,1213
2003,Volkswagen,hatch,*,*,*,1214
2006,Mitsubishi,vagon,*,*,*,1215
1998,Volkswagen,other,*,*,*,1217
2013,Toyota,other,*,*,*,1218
2003,Mercedes-Benz,other,*,*,*,1219
1992,BMW,sedan,*,*,*,1220
2005,Volkswagen,vagon,*,*,*,1221
2004,Mercedes-Benz,crossover,*,*,*,1223
2005,Volkswagen,sedan,*,*,*,1224
1992,Volkswagen,van,*,*,*,1225
1998,Mercedes-Benz,van,*,*,*,1226
2016,Audi,sedan,*,*,*,1229
2007,Toyota,other,*,*,*,1231
2010,Mercedes-Benz,crossover,*,*,*,1232
2010,Mercedes-Benz,van,*,*,*,1235
2009,Audi,crossover,*,*,*,1236
2006,Renault,sedan,*,*,*,1237
2012,Volkswagen,crossover,*,*,*,1238
2012,BMW,vagon,*,*,*,1239
2005,Volkswagen,hatch,*,*,*,1240
2012,Volkswagen,vagon,*,*,*,1241
2013,Renault,hatch,*,*,*,1243
2016,Mercedes-Benz,other,*,*,*,1244
2009,Toyota,other,*,*,*,1245
2006,Volkswagen,van,*,*,*,1246
2003,Toyota,other,*,*,*,1247
1978,Mercedes-Benz,sedan,*,*,*,1248
2014,Renault,other,*,*,*,1249
2007,BMW,sedan,*,*,*,1250
2007,Toyota,van,*,*,*,1251
2003,Volkswagen,other,*,*,*,1252
2008,Mercedes-Benz,hatch,*,*,*,1253
2004,Volkswagen,hatch,*,*,*,1254
1993,Volkswagen,sedan,*,*,*,1255
2007,Renault,sedan,*,*,*,1257
1986,Volkswagen,hatch,*,*,*,1258
1993,Volkswagen,other,*,*,*,1259
1999,Mercedes-Benz,sedan,*,*,*,1261
1997,BMW,other,*,*,*,1262
2007,BMW,hatch,*,*,*,1263
2014,Audi,crossover,*,*,*,1264
1987,Volkswagen,other,*,*,*,1266
2011,Audi,crossover,*,*,*,1267
1997,Volkswagen,sedan,*,*,*,1269
1999,Toyota,sedan,*,*,*,1270
2010,Audi,other,*,*,*,1271
2005,Audi,sedan,*,*,*,1273
1986,Volkswagen,vagon,*,*,*,1274
1994,Toyota,hatch,*,*,*,1275
2002,Mitsubishi,crossover,*,*,*,1276
2001,Toyota,sedan,*,*,*,1277
2009,Audi,vagon,*,*,*,1278
2004,Mercedes-Benz,hatch,*,*,*,1279
1996,Mercedes-Benz,sedan,*,*,*,1280
2008,Mercedes-Benz,vagon,*,*,*,1281
1997,Volkswagen,hatch,*,*,*,1282
1988,Toyota,other,*,*,*,1283
2016,BMW,sedan,*,*,*,1284
2008,Renault,other,*,*,*,1285
2004,Mitsubishi,crossover,*,*,*,1286
2012,Mercedes-Benz,crossover,*,*,*,1288
1997,Audi,sedan,*,*,*,1290
2004,Audi,other,*,*,*,1291
1987,BMW,sedan,*,*,*,1293
1999,Volkswagen,sedan,*,*,*,1294
1999,Mercedes-Benz,hatch,*,*,*,1295
2002,Audi,sedan,*,*,*,1296
1991,Mercedes-Benz,sedan,*,*,*,1297
2011,Mitsubishi,other,*,*,*,1298
2010,Audi,hatch,*,*,*,1300
2005,Mitsubishi,vagon,*,*,*,1302
2014,Audi,hatch,*,*,*,1304
2006,Toyota,van,*,*,*,1305
1993,Volkswagen,hatch,*,*,*,1306
2000,Mercedes-Benz,crossover,*,*,*,1307
1996,Audi,vagon,*,*,*,1308
1995,Mercedes-Benz,sedan,*,*,*,1309
1989,Mercedes-Benz,sedan,*,*,*,1310
1997,Renault,hatch,*,*,*,1311
2001,Mitsubishi,crossover,*,*,*,1312
1996,Mercedes-Benz,van,*,*,*,1313
2007,Mercedes-Benz,hatch,*,*,*,1314
2000,Mercedes-Benz,hatch,*,*,*,1315
1999,BMW,vagon,*,*,*,1316
2000,Mercedes-Benz,vagon,*,*,*,1317
2014,Audi,sedan,*,*,*,1318
2002,Mitsubishi,other,*,*,*,1319
2003,Mitsubishi,sedan,*,*,*,1320
1999,Mitsubishi,other,*,*,*,1321
2011,Mercedes-Benz,vagon,*,*,*,1322
1997,Volkswagen,other,*,*,*,1323
2009,Audi,other,*,*,*,1325
2004,Toyota,sedan,*,*,*,1326
1999,Toyota,crossover,*,*,*,1327
2015,Mercedes-Benz,hatch,*,*,*,1328
1989,Toyota,sedan,*,*,*,1329
2014,Volkswagen,other,*,*,*,1331
1998,Toyota,sedan,*,*,*,1334
2015,Volkswagen,van,*,*,*,1335
1995,Volkswagen,sedan,*,*,*,1336
1989,Mitsubishi,hatch,*,*,*,1338
1998,Mercedes-Benz,other,*,*,*,1340
2007,Audi,vagon,*,*,*,1342
1988,Volkswagen,van,*,*,*,1343
1987,Mercedes-Benz,sedan,*,*,*,1344
1993,Mercedes-Benz,sedan,*,*,*,1345
2004,BMW,vagon,*,*,*,1346
2009,Toyota,vagon,*,*,*,1347
2005,Volkswagen,crossover,*,*,*,1348
1993,Volkswagen,van,*,*,*,1349
1985,BMW,other,*,*,*,1350
2014,Volkswagen,vagon,*,*,*,1351
1999,Toyota,vagon,*,*,*,1352
1996,Mitsubishi,crossover,*,*,*,1354
1989,Volkswagen,sedan,*,*,*,1355
2012,Audi,vagon,*,*,*,1356
1996,Volkswagen,vagon,*,*,*,1358
1994,BMW,other,*,*,*,1360
1998,Renault,vagon,*,*,*,1361
2012,Renault,crossover,*,*,*,1363
1998,Audi,other,*,*,*,1364
1994,BMW,vagon,*,*,*,1365
1987,Audi,sedan,*,*,*,1366
2015,Audi,vagon,*,*,*,1367
2016,Toyota,van,*,*,*,1368
1999,Volkswagen,hatch,*,*,*,1369
2007,Mitsubishi,other,*,*,*,1372
2013,Mitsubishi,other,*,*,*,1373
2004,Renault,van,*,*,*,1374
2008,BMW,hatch,*,*,*,1375
2008,BMW,sedan,*,*,*,1376
2009,Volkswagen,sedan,*,*,*,1377
2010,Toyota,other,*,*,*,1378
1988,Renault,sedan,*,*,*,1379
2005,Audi,other,*,*,*,1380
1994,Volkswagen,vagon,*,*,*,1381
2002,BMW,vagon,*,*,*,1382
2014,Renault,sedan,*,*,*,1383
2012,Toyota,other,*,*,*,1384
1986,Renault,sedan,*,*,*,1385
1994,Toyota,sedan,*,*,*,1386
1997,Mercedes-Benz,van,*,*,*,1387
2001,Mitsubishi,vagon,*,*,*,1388
1987,Renault,hatch,*,*,*,1390
2007,Toyota,vagon,*,*,*,1392
2016,Renault,hatch,*,*,*,1393
2013,Mercedes-Benz,vagon,*,*,*,1394
2006,Renault,crossover,*,*,*,1395
1991,Renault,hatch,*,*,*,1396
2016,Mercedes-Benz,hatch,*,*,*,1397
1997,Renault,sedan,*,*,*,1398
1995,Volkswagen,hatch,*,*,*,1399
1991,Mitsubishi,hatch,*,*,*,1400
2013,Audi,hatch,*,*,*,1401
2000,Toyota,crossover,*,*,*,1402
2009,Audi,sedan,*,*,*,1403
2016,Renault,van,*,*,*,1404
2013,BMW,hatch,*,*,*,1405
2003,Mitsubishi,hatch,*,*,*,1406
2015,Mercedes-Benz,van,*,*,*,1408
1994,Mitsubishi,sedan,*,*,*,1410
2000,Renault,vagon,*,*,*,1411
1985,Volkswagen,van,*,*,*,1412
2013,Mitsubishi,sedan,*,*,*,1413
1994,Mitsubishi,other,*,*,*,1414
2010,Toyota,hatch,*,*,*,1415
2014,Mercedes-Benz,hatch,*,*,*,1416
2006,Audi,hatch,*,*,*,1417
1996,Toyota,hatch,*,*,*,1418
2016,Mercedes-Benz,sedan,*,*,*,1420
2014,Mitsubishi,other,*,*,*,1421
2008,Toyota,other,*,*,*,1422
2008,Volkswagen,other,*,*,*,1423
1991,Audi,sedan,*,*,*,1424
1985,Volkswagen,hatch,*,*,*,1427
2012,Audi,other,*,*,*,1428
2003,Renault,hatch,*,*,*,1430
1979,Mercedes-Benz,sedan,*,*,*,1431
2014,Mercedes-Benz,crossover,*,*,*,1432
1997,Mitsubishi,sedan,*,*,*,1433
2015,Volkswagen,hatch,*,*,*,1434
2012,Audi,crossover,*,*,*,1435
1990,Audi,sedan,*,*,*,1436
2002,Mercedes-Benz,van,*,*,*,1437
2005,Toyota,van,*,*,*,1438
1996,Toyota,crossover,*,*,*,1439
2009,BMW,sedan,*,*,*,1440
2000,Mitsubishi,hatch,*,*,*,1441
1999,BMW,other,*,*,*,1442
1990,Mitsubishi,other,*,*,*,1444
2002,Mercedes-Benz,crossover,*,*,*,1445
1997,Mitsubishi,vagon,*,*,*,1446
2011,Toyota,hatch,*,*,*,1447
2016,Audi,vagon,*,*,*,1449
1989,Toyota,vagon,*,*,*,1450
1996,Volkswagen,van,*,*,*,1451
1999,Renault,other,*,*,*,1452
1990,Audi,other,*,*,*,1453
2007,BMW,vagon,*,*,*,1454
2008,Audi,hatch,*,*,*,1456
2007,Renault,hatch,*,*,*,1457
2015,Renault,van,*,*,*,1458
2013,Renault,crossover,*,*,*,1459
1985,BMW,sedan,*,*,*,1461
2002,Mercedes-Benz,other,*,*,*,1462
2011,Mitsubishi,sedan,*,*,*,1463
2004,BMW,other,*,*,*,1466
2001,Mercedes-Benz,crossover,*,*,*,1467
2003,Renault,sedan,*,*,*,1468
2000,Mercedes-Benz,other,*,*,*,1469
1993,Volkswagen,vagon,*,*,*,1470
1999,Audi,van,*,*,*,1471
1991,Mitsubishi,crossover,*,*,*,1472
2000,Mitsubishi,vagon,*,*,*,1474
1996,Renault,hatch,*,*,*,1476
2008,Audi,other,*,*,*,1477
1994,Volkswagen,sedan,*,*,*,1479
2015,Renault,vagon,*,*,*,1481
1992,Mercedes-Benz,vagon,*,*,*,1482
1995,Mercedes-Benz,other,*,*,*,1483
2006,Audi,crossover,*,*,*,1484
1992,Mitsubishi,hatch,*,*,*,1486
2001,Toyota,other,*,*,*,1488
1990,Volkswagen,sedan,*,*,*,1490
2007,Mitsubishi,vagon,*,*,*,1491
1987,Toyota,hatch,*,*,*,1492
1992,Mitsubishi,van,*,*,*,1493
2013,Toyota,vagon,*,*,*,1495
2010,Renault,sedan,*,*,*,1497
1998,Renault,van,*,*,*,1498
2016,Toyota,hatch,*,*,*,1499
2005,Mitsubishi,crossover,*,*,*,1500
1997,Audi,vagon,*,*,*,1501
1992,Toyota,van,*,*,*,1503
1989,Mitsubishi,sedan,*,*,*,1505
2009,Volkswagen,vagon,*,*,*,1506
2002,Toyota,hatch,*,*,*,1507
2002,Renault,hatch,*,*,*,1509
2001,Mercedes-Benz,hatch,*,*,*,1510
2001,Mitsubishi,van,*,*,*,1511
2015,Volkswagen,other,*,*,*,1512
2008,BMW,vagon,*,*,*,1513
1988,Volkswagen,sedan,*,*,*,1514
1999,Mercedes-Benz,crossover,*,*,*,1518
2005,Renault,crossover,*,*,*,1519
2001,Toyota,hatch,*,*,*,1520
2011,Mercedes-Benz,crossover,*,*,*,1521
1988,Mercedes-Benz,other,*,*,*,1522
1990,Renault,sedan,*,*,*,1523
2009,Volkswagen,crossover,*,*,*,1524
2002,Audi,other,*,*,*,1525
2003,Audi,crossover,*,*,*,1526
2000,Audi,other,*,*,*,1527
2003,BMW,other,*,*,*,1531
1992,Volkswagen,vagon,*,*,*,1532
2014,Mercedes-Benz,vagon,*,*,*,1533
1999,Toyota,hatch,*,*,*,1535
1993,BMW,sedan,*,*,*,1536
2015,Mitsubishi,crossover,*,*,*,1537
1987,Renault,vagon,*,*,*,1538
1998,Renault,other,*,*,*,1539
2015,Renault,sedan,*,*,*,1541
1995,Toyota,hatch,*,*,*,1542
1995,Volkswagen,other,*,*,*,1543
2000,Mitsubishi,sedan,*,*,*,1544
1983,Mercedes-Benz,sedan,*,*,*,1545
2010,Mercedes-Benz,vagon,*,*,*,1546
2008,Mitsubishi,hatch,*,*,*,1547
2006,Renault,hatch,*,*,*,1548
2015,BMW,other,*,*,*,1549
1987,Toyota,sedan,*,*,*,1550
1988,Volkswagen,vagon,*,*,*,1551
1995,Volkswagen,vagon,*,*,*,1552
1985,Toyota,hatch,*,*,*,1557
2008,Renault,hatch,*,*,*,1558
2006,Renault,other,*,*,*,1560
2016,BMW,other,*,*,*,1561
2014,Renault,hatch,*,*,*,1562
1987,Volkswagen,sedan,*,*,*,1563
2000,Mitsubishi,crossover,*,*,*,1564
2003,Renault,crossover,*,*,*,1566
2008,Mitsubishi,van,*,*,*,1567
2003,Toyota,vagon,*,*,*,1568
2009,Volkswagen,hatch,*,*,*,1569
2007,Mercedes-Benz,vagon,*,*,*,1570
2002,Mitsubishi,van,*,*,*,1571
2016,BMW,hatch,*,*,*,1573
2008,Renault,crossover,*,*,*,1574
1983,BMW,other,*,*,*,1575
2001,Renault,other,*,*,*,1577
1987,Audi,hatch,*,*,*,1578
1992,Volkswagen,hatch,*,*,*,1581
2007,Mitsubishi,van,*,*,*,1582
1995,Audi,sedan,*,*,*,1583
1997,Mercedes-Benz,other,*,*,*,1584
1997,Mercedes-Benz,vagon,*,*,*,1587
1984,Volkswagen,hatch,*,*,*,1588
1987,Mercedes-Benz,vagon,*,*,*,1589
1999,Mitsubishi,crossover,*,*,*,1590
1994,Renault,hatch,*,*,*,1591
1990,Mercedes-Benz,sedan,*,*,*,1593
2016,Volkswagen,vagon,*,*,*,1594
1980,Mercedes-Benz,other,*,*,*,1597
1991,Mitsubishi,sedan,*,*,*,1598
2011,BMW,vagon,*,*,*,1601
1985,Audi,sedan,*,*,*,1602
1991,Mercedes-Benz,other,*,*,*,1603
2001,Audi,hatch,*,*,*,1605
2001,Mercedes-Benz,vagon,*,*,*,1606
1999,Mitsubishi,van,*,*,*,1607
2010,Renault,hatch,*,*,*,1608
2006,BMW,other,*,*,*,1609
1998,BMW,vagon,*,*,*,1610
2003,Mitsubishi,van,*,*,*,1611
2006,Mercedes-Benz,vagon,*,*,*,1613
2016,Toyota,vagon,*,*,*,1614
1989,BMW,sedan,*,*,*,1620
2001,Mitsubishi,hatch,*,*,*,1621
1997,Mitsubishi,hatch,*,*,*,1622
1997,Renault,van,*,*,*,1623
2012,BMW,hatch,*,*,*,1625
2008,Toyota,vagon,*,*,*,1627
1998,Volkswagen,van,*,*,*,1628
1996,Mercedes-Benz,other,*,*,*,1633
2005,Renault,other,*,*,*,1635
1984,Volkswagen,other,*,*,*,1636
2001,Volkswagen,other,*,*,*,1638
1992,Volkswagen,sedan,*,*,*,1639
2000,Mitsubishi,other,*,*,*,1640
2003,Volkswagen,crossover,*,*,*,1641
1982,Volkswagen,hatch,*,*,*,1643
1997,Audi,other,*,*,*,1645
2014,Renault,vagon,*,*,*,1646
1990,Mitsubishi,hatch,*,*,*,1647
1993,BMW,vagon,*,*,*,1648
1991,Volkswagen,vagon,*,*,*,1649
1985,Toyota,van,*,*,*,1650
2000,Toyota,vagon,*,*,*,1653
2016,Audi,hatch,*,*,*,1655
1986,BMW,sedan,*,*,*,1656
1999,Audi,hatch,*,*,*,1657
2005,Audi,crossover,*,*,*,1659
1988,Renault,hatch,*,*,*,1660
1991,Toyota,hatch,*,*,*,1661
1996,Toyota,sedan,*,*,*,1662
2012,Toyota,vagon,*,*,*,1666
2005,Mitsubishi,hatch,*,*,*,1668
1990,Volkswagen,vagon,*,*,*,1670
1980,Volkswagen,sedan,*,*,*,1672
2012,Mitsubishi,other,*,*,*,1673
2009,Volkswagen,other,*,*,*,1674
1995,BMW,vagon,*,*,*,1675
2007,Renault,other,*,*,*,1676
1993,Mitsubishi,sedan,*,*,*,1679
2010,BMW,vagon,*,*,*,1680
2010,BMW,hatch,*,*,*,1681
*,*,*,Petrol,*,*,1682
*,*,*,Diesel,*,*,1683
*,*,*,Gas,*,*,1684
*,*,*,Other,*,*,1688
1991,*,*,Petrol,*,*,1690
1999,*,*,Diesel,*,*,1691
2003,*,*,Gas,*,*,1692
2007,*,*,Petrol,*,*,1693
2011,*,*,Petrol,*,*,1694
2016,*,*,Petrol,*,*,1695
1997,*,*,Gas,*,*,1696
2006,*,*,Diesel,*,*,1697
2012,*,*,Diesel,*,*,1698
1999,*,*,Gas,*,*,1699
2011,*,*,Diesel,*,*,1700
1994,*,*,Petrol,*,*,1701
2008,*,*,Petrol,*,*,1702
2001,*,*,Gas,*,*,1703
2001,*,*,Petrol,*,*,1704
2007,*,*,Diesel,*,*,1705
2013,*,*,Petrol,*,*,1706
1998,*,*,Diesel,*,*,1707
2016,*,*,Diesel,*,*,1708
1998,*,*,Gas,*,*,1709
2006,*,*,Gas,*,*,1710
2008,*,*,Diesel,*,*,1711
1999,*,*,Petrol,*,*,1712
2011,*,*,Other,*,*,1713
2010,*,*,Petrol,*,*,1714
1989,*,*,Gas,*,*,1715
2008,*,*,Gas,*,*,1716
2009,*,*,Diesel,*,*,1717
1996,*,*,Petrol,*,*,1718
2014,*,*,Petrol,*,*,1719
2000,*,*,Petrol,*,*,1720
2004,*,*,Diesel,*,*,1721
2009,*,*,Petrol,*,*,1722
1998,*,*,Petrol,*,*,1723
2012,*,*,Petrol,*,*,1724
1987,*,*,Petrol,*,*,1725
1990,*,*,Petrol,*,*,1726
2014,*,*,Diesel,*,*,1727
2008,*,*,Other,*,*,1728
2005,*,*,Gas,*,*,1730
2010,*,*,Diesel,*,*,1732
1995,*,*,Petrol,*,*,1733
2002,*,*,Diesel,*,*,1734
2015,*,*,Petrol,*,*,1735
2006,*,*,Petrol,*,*,1737
2005,*,*,Diesel,*,*,1738
2003,*,*,Diesel,*,*,1739
2000,*,*,Diesel,*,*,1741
2011,*,*,Gas,*,*,1742
2001,*,*,Diesel,*,*,1744
2007,*,*,Gas,*,*,1746
1992,*,*,Diesel,*,*,1749
1988,*,*,Petrol,*,*,1750
2015,*,*,Other,*,*,1752
2002,*,*,Gas,*,*,1753
2012,*,*,Other,*,*,1754
1986,*,*,Other,*,*,1755
1994,*,*,Gas,*,*,1756
2005,*,*,Petrol,*,*,1758
2010,*,*,Gas,*,*,1759
2013,*,*,Diesel,*,*,1761
2005,*,*,Other,*,*,1762
2002,*,*,Petrol,*,*,1763
2003,*,*,Petrol,*,*,1764
1980,*,*,Petrol,*,*,1765
2004,*,*,Petrol,*,*,1768
1997,*,*,Diesel,*,*,1769
2004,*,*,Gas,*,*,1770
2004,*,*,Other,*,*,1771
2016,*,*,Other,*,*,1772
1991,*,*,Gas,*,*,1774
1996,*,*,Gas,*,*,1775
1989,*,*,Petrol,*,*,1776
1997,*,*,Petrol,*,*,1777
2015,*,*,Diesel,*,*,1778
2009,*,*,Gas,*,*,1779
1979,*,*,Petrol,*,*,1780
2014,*,*,Other,*,*,1781
2013,*,*,Other,*,*,1782
1996,*,*,Diesel,*,*,1784
1986,*,*,Diesel,*,*,1785
1988,*,*,Other,*,*,1787
1992,*,*,Gas,*,*,1788
1985,*,*,Gas,*,*,1789
2002,*,*,Other,*,*,1791
1994,*,*,Diesel,*,*,1792
1995,*,*,Diesel,*,*,1794
2010,*,*,Other,*,*,1795
1993,*,*,Gas,*,*,1801
1999,*,*,Other,*,*,1802
2012,*,*,Gas,*,*,1804
2000,*,*,Gas,*,*,1805
1996,*,*,Other,*,*,1807
2007,*,*,Other,*,*,1808
2000,*,*,Other,*,*,1810
2003,*,*,Other,*,*,1813
1992,*,*,Petrol,*,*,1814
1993,*,*,Petrol,*,*,1816
2006,*,*,Other,*,*,1817
1986,*,*,Petrol,*,*,1818
2013,*,*,Gas,*,*,1820
1969,*,*,Petrol,*,*,1822
1985,*,*,Diesel,*,*,1823
1993,*,*,Diesel,*,*,1824
1990,*,*,Gas,*,*,1825
1995,*,*,Gas,*,*,1826
1988,*,*,Diesel,*,*,1827
1984,*,*,Diesel,*,*,1828
2009,*,*,Other,*,*,1831
1978,*,*,Gas,*,*,1832
1987,*,*,Gas,*,*,1833
1986,*,*,Gas,*,*,1835
1988,*,*,Gas,*,*,1836
1987,*,*,Other,*,*,1838
1992,*,*,Other,*,*,1839
1989,*,*,Diesel,*,*,1841
2015,*,*,Gas,*,*,1842
2014,*,*,Gas,*,*,1847
1987,*,*,Diesel,*,*,1849
1985,*,*,Petrol,*,*,1851
2001,*,*,Other,*,*,1852
1995,*,*,Other,*,*,1853
1991,*,*,Other,*,*,1854
1979,*,*,Diesel,*,*,1856
1979,*,*,Gas,*,*,1859
1991,*,*,Diesel,*,*,1862
1983,*,*,Petrol,*,*,1869
1997,*,*,Other,*,*,1870
1989,*,*,Other,*,*,1874
1984,*,*,Gas,*,*,1877
1994,*,*,Other,*,*,1878
1998,*,*,Other,*,*,1880
1982,*,*,Petrol,*,*,1884
1990,*,*,Diesel,*,*,1885
1978,*,*,Petrol,*,*,1891
*,BMW,*,Petrol,*,*,1892
*,Mercedes-Benz,*,Diesel,*,*,1893
*,Mercedes-Benz,*,Gas,*,*,1894
*,Audi,*,Petrol,*,*,1895
*,Toyota,*,Petrol,*,*,1896
*,Mercedes-Benz,*,Petrol,*,*,1897
*,BMW,*,Gas,*,*,1898
*,Audi,*,Diesel,*,*,1899
