Year,State,Producer Type,Energy Source,CO2 (kt),SO2 kt,cid
2000,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,3.204,31719
2001,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,1.09,31720
2002,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,1.098,31721
2003,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,1.077,31722
2004,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,1.117,31723
2005,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,1.08,31724
2006,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,1.013,31725
2007,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,5.806,31726
2008,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,4.057,31727
2009,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,4.118,31728
2010,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,4.658,31729
2011,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,4.43,31730
2012,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,4.373,31731
2013,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,3.853,31732
2014,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,3.995,31733
2015,NY,Industrial Cogen,Wood and Wood Derived Fuels,0,4.139,31734
1990,OH,Industrial Cogen,Coal,2436.727,47.147,31735
1991,OH,Industrial Cogen,Coal,2237.956,43.52,31736
1992,OH,Industrial Cogen,Coal,2289.379,43.027,31737
1993,OH,Industrial Cogen,Coal,2369.637,44.024,31738
1994,OH,Industrial Cogen,Coal,2233.843,43.385,31739
1995,OH,Industrial Cogen,Coal,2248.458,36.577,31740
1996,OH,Industrial Cogen,Coal,2158.089,36.473,31741
1997,OH,Industrial Cogen,Coal,2152.897,36.106,31742
1998,OH,Industrial Cogen,Coal,1939.275,32.513,31743
1999,OH,Industrial Cogen,Coal,1977.819,31.356,31744
2000,OH,Industrial Cogen,Coal,1819.917,27.941,31745
2001,OH,Industrial Cogen,Coal,1706.528,35.533,31746
2002,OH,Industrial Cogen,Coal,892.068,36.387,31747
2003,OH,Industrial Cogen,Coal,1674.871,34.708,31748
2004,OH,Industrial Cogen,Coal,1516.308,30.569,31749
2005,OH,Industrial Cogen,Coal,1700.609,42.736,31750
2006,OH,Industrial Cogen,Coal,1637.663,44.104,31751
2007,OH,Industrial Cogen,Coal,1229.115,34.662,31752
2008,OH,Industrial Cogen,Coal,1219.075,20.253,31753
2009,OH,Industrial Cogen,Coal,1146.854,15.577,31754
2010,OH,Industrial Cogen,Coal,1069.617,20.922,31755
2011,OH,Industrial Cogen,Coal,1062.645,19.25,31756
2012,OH,Industrial Cogen,Coal,890.129,19.826,31757
2013,OH,Industrial Cogen,Coal,863.803,19.029,31758
2014,OH,Industrial Cogen,Coal,888.482,18.731,31759
2015,OH,Industrial Cogen,Coal,821.452,16.019,31760
1990,OH,Industrial Cogen,Natural Gas,154.895,0,31761
1991,OH,Industrial Cogen,Natural Gas,147.86,0,31762
1992,OH,Industrial Cogen,Natural Gas,116.764,0,31763
1993,OH,Industrial Cogen,Natural Gas,148.239,0,31764
1994,OH,Industrial Cogen,Natural Gas,163.712,0,31765
1995,OH,Industrial Cogen,Natural Gas,177.538,0,31766
1996,OH,Industrial Cogen,Natural Gas,471.753,0.001,31767
1997,OH,Industrial Cogen,Natural Gas,435.771,0.001,31768
1998,OH,Industrial Cogen,Natural Gas,357.472,0.001,31769
1999,OH,Industrial Cogen,Natural Gas,555.958,0.002,31770
2000,OH,Industrial Cogen,Natural Gas,548.29,0.002,31771
2001,OH,Industrial Cogen,Natural Gas,519.543,0,31772
2002,OH,Industrial Cogen,Natural Gas,42.72,0,31773
2003,OH,Industrial Cogen,Natural Gas,97.445,0,31774
2004,OH,Industrial Cogen,Natural Gas,84.575,0,31775
2005,OH,Industrial Cogen,Natural Gas,84.012,0,31776
2006,OH,Industrial Cogen,Natural Gas,88.984,0,31777
2007,OH,Industrial Cogen,Natural Gas,80.975,0,31778
2008,OH,Industrial Cogen,Natural Gas,90.891,0,31779
2009,OH,Industrial Cogen,Natural Gas,90.065,0,31780
2010,OH,Industrial Cogen,Natural Gas,120.134,0,31781
2011,OH,Industrial Cogen,Natural Gas,146.45,0,31782
2012,OH,Industrial Cogen,Natural Gas,177.845,0,31783
2013,OH,Industrial Cogen,Natural Gas,144.854,0,31784
2014,OH,Industrial Cogen,Natural Gas,118.648,0,31785
2015,OH,Industrial Cogen,Natural Gas,171.027,0,31786
1990,OH,Industrial Cogen,Other,0,1.35,31787
1991,OH,Industrial Cogen,Other,0,2.092,31788
1992,OH,Industrial Cogen,Other,0,1.467,31789
1993,OH,Industrial Cogen,Other,0,0.925,31790
1994,OH,Industrial Cogen,Other,0,9.209,31791
1997,OH,Industrial Cogen,Other,0.265,0.003,31792
1998,OH,Industrial Cogen,Other,0.798,0.009,31793
2002,OH,Industrial Cogen,Other,0,0,31794
2003,OH,Industrial Cogen,Other,0,0,31795
2005,OH,Industrial Cogen,Other,6.56,0,31796
2006,OH,Industrial Cogen,Other,7.669,0,31797
2007,OH,Industrial Cogen,Other,9.195,0,31798
2008,OH,Industrial Cogen,Other,27.698,0.337,31799
2009,OH,Industrial Cogen,Other,28.75,0.345,31800
2010,OH,Industrial Cogen,Other,32.129,0.361,31801
2011,OH,Industrial Cogen,Other,26.084,0.286,31802
2012,OH,Industrial Cogen,Other,32.33,0.369,31803
2013,OH,Industrial Cogen,Other,26.985,0.301,31804
2014,OH,Industrial Cogen,Other,20.123,0.203,31805
2015,OH,Industrial Cogen,Other,21.93,0.218,31806
2001,OH,Industrial Cogen,Other Biomass,0,0.062,31807
2002,OH,Industrial Cogen,Other Biomass,0,0.057,31808
2003,OH,Industrial Cogen,Other Biomass,0,0.069,31809
2004,OH,Industrial Cogen,Other Biomass,0,0.037,31810
2005,OH,Industrial Cogen,Other Biomass,0,0.085,31811
2006,OH,Industrial Cogen,Other Biomass,0,0.085,31812
2007,OH,Industrial Cogen,Other Biomass,0,0.081,31813
2008,OH,Industrial Cogen,Other Biomass,0,0.077,31814
2009,OH,Industrial Cogen,Other Biomass,0,0.082,31815
2010,OH,Industrial Cogen,Other Biomass,0,0.085,31816
2011,OH,Industrial Cogen,Other Biomass,0,0.086,31817
2012,OH,Industrial Cogen,Other Biomass,0,0.088,31818
2013,OH,Industrial Cogen,Other Biomass,0,0.081,31819
2014,OH,Industrial Cogen,Other Biomass,0,0.077,31820
2015,OH,Industrial Cogen,Other Biomass,0,0.074,31821
1995,OH,Industrial Cogen,Other Gases,0,0.013,31822
1996,OH,Industrial Cogen,Other Gases,0.947,0.017,31823
1997,OH,Industrial Cogen,Other Gases,0.663,0.009,31824
1998,OH,Industrial Cogen,Other Gases,1.657,0.02,31825
1999,OH,Industrial Cogen,Other Gases,0,0.019,31826
2000,OH,Industrial Cogen,Other Gases,0,0.018,31827
2001,OH,Industrial Cogen,Other Gases,0,0.009,31828
2002,OH,Industrial Cogen,Other Gases,0,0.017,31829
2003,OH,Industrial Cogen,Other Gases,0,0.018,31830
2004,OH,Industrial Cogen,Other Gases,0,0.026,31831
2005,OH,Industrial Cogen,Other Gases,0,0.027,31832
2006,OH,Industrial Cogen,Other Gases,0,0.028,31833
2007,OH,Industrial Cogen,Other Gases,0,0.025,31834
2008,OH,Industrial Cogen,Other Gases,0,0.025,31835
2009,OH,Industrial Cogen,Other Gases,0,0.003,31836
2010,OH,Industrial Cogen,Other Gases,0,0.025,31837
2011,OH,Industrial Cogen,Other Gases,0,0.028,31838
2012,OH,Industrial Cogen,Other Gases,0,0.021,31839
2013,OH,Industrial Cogen,Other Gases,0,0.016,31840
2014,OH,Industrial Cogen,Other Gases,0,0.015,31841
2015,OH,Industrial Cogen,Other Gases,0,0.016,31842
1990,OH,Industrial Cogen,Petroleum,478.062,2.898,31843
1991,OH,Industrial Cogen,Petroleum,571.974,3.397,31844
1992,OH,Industrial Cogen,Petroleum,634.108,3.085,31845
1993,OH,Industrial Cogen,Petroleum,629.045,3.176,31846
1994,OH,Industrial Cogen,Petroleum,543.799,2.77,31847
1995,OH,Industrial Cogen,Petroleum,519.862,14.054,31848
1996,OH,Industrial Cogen,Petroleum,798.833,17.365,31849
1997,OH,Industrial Cogen,Petroleum,728.24,16.28,31850
1998,OH,Industrial Cogen,Petroleum,703.492,15.653,31851
1999,OH,Industrial Cogen,Petroleum,644.268,15.885,31852
2000,OH,Industrial Cogen,Petroleum,72.216,0.354,31853
2001,OH,Industrial Cogen,Petroleum,73.819,0.728,31854
2002,OH,Industrial Cogen,Petroleum,1.098,0.056,31855
2003,OH,Industrial Cogen,Petroleum,31.574,0.092,31856
2004,OH,Industrial Cogen,Petroleum,22.422,0.073,31857
2005,OH,Industrial Cogen,Petroleum,23.287,0.108,31858
2006,OH,Industrial Cogen,Petroleum,913.23,21.812,31859
2007,OH,Industrial Cogen,Petroleum,980.649,23.887,31860
2008,OH,Industrial Cogen,Petroleum,870.47,30.194,31861
2009,OH,Industrial Cogen,Petroleum,734.338,15.985,31862
2010,OH,Industrial Cogen,Petroleum,814.433,20.49,31863
2011,OH,Industrial Cogen,Petroleum,821.107,21.165,31864
2012,OH,Industrial Cogen,Petroleum,790.575,21.801,31865
2013,OH,Industrial Cogen,Petroleum,728.443,24.117,31866
2014,OH,Industrial Cogen,Petroleum,740.992,20.3,31867
2015,OH,Industrial Cogen,Petroleum,813.657,21.013,31868
1995,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,6.722,31869
1996,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,9.547,31870
1997,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,9.653,31871
1998,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,8.995,31872
1999,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,9.893,31873
2000,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,9.625,31874
2001,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.728,31875
2002,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.728,31876
2003,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.794,31877
2004,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.806,31878
2005,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.762,31879
2006,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.764,31880
2007,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.73,31881
2008,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.887,31882
2009,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.909,31883
2010,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.863,31884
2011,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.851,31885
2012,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.815,31886
2013,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.702,31887
2014,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.68,31888
2015,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1.592,31889
1990,OK,Industrial Cogen,Coal,609.479,4.218,31890
1991,OK,Industrial Cogen,Coal,652.85,5.027,31891
1992,OK,Industrial Cogen,Coal,645.756,5.143,31892
1993,OK,Industrial Cogen,Coal,644.035,5.647,31893
1994,OK,Industrial Cogen,Coal,796.888,7.287,31894
1995,OK,Industrial Cogen,Coal,882.674,2.102,31895
1996,OK,Industrial Cogen,Coal,916.933,2.632,31896
1997,OK,Industrial Cogen,Coal,924.329,2.442,31897
1998,OK,Industrial Cogen,Coal,834.62,2.183,31898
1999,OK,Industrial Cogen,Coal,909.624,2.385,31899
2000,OK,Industrial Cogen,Coal,939.206,2.176,31900
2001,OK,Industrial Cogen,Coal,1230.98,3.68,31901
2002,OK,Industrial Cogen,Coal,942.853,3.867,31902
2003,OK,Industrial Cogen,Coal,772.791,2.484,31903
2004,OK,Industrial Cogen,Coal,919.255,3.456,31904
2005,OK,Industrial Cogen,Coal,910.998,3.432,31905
2006,OK,Industrial Cogen,Coal,932.333,3.95,31906
2007,OK,Industrial Cogen,Coal,980.006,3.773,31907
2008,OK,Industrial Cogen,Coal,950.422,3.247,31908
2009,OK,Industrial Cogen,Coal,857.24,2.346,31909
2010,OK,Industrial Cogen,Coal,882.404,1.98,31910
2011,OK,Industrial Cogen,Coal,906.98,2.182,31911
2012,OK,Industrial Cogen,Coal,841.749,1.879,31912
2013,OK,Industrial Cogen,Coal,858.628,1.679,31913
2014,OK,Industrial Cogen,Coal,862.415,1.636,31914
2015,OK,Industrial Cogen,Coal,803.307,1.758,31915
1990,OK,Industrial Cogen,Natural Gas,401.8,0.002,31916
1991,OK,Industrial Cogen,Natural Gas,569.793,0.002,31917
1992,OK,Industrial Cogen,Natural Gas,532.398,0.003,31918
1993,OK,Industrial Cogen,Natural Gas,529.822,0.003,31919
1994,OK,Industrial Cogen,Natural Gas,570.962,0.003,31920
1995,OK,Industrial Cogen,Natural Gas,612.128,0.004,31921
1996,OK,Industrial Cogen,Natural Gas,635.376,0.005,31922
1997,OK,Industrial Cogen,Natural Gas,641.467,0.003,31923
1998,OK,Industrial Cogen,Natural Gas,610.729,0.003,31924
1999,OK,Industrial Cogen,Natural Gas,609.219,0.004,31925
2000,OK,Industrial Cogen,Natural Gas,646.572,0.005,31926
2001,OK,Industrial Cogen,Natural Gas,572.056,0.003,31927
2002,OK,Industrial Cogen,Natural Gas,580.935,0.004,31928
2003,OK,Industrial Cogen,Natural Gas,602.943,0.004,31929
2004,OK,Industrial Cogen,Natural Gas,755.198,0.003,31930
2005,OK,Industrial Cogen,Natural Gas,562.581,0.002,31931
2006,OK,Industrial Cogen,Natural Gas,599.78,0.003,31932
2007,OK,Industrial Cogen,Natural Gas,384.709,0.002,31933
2008,OK,Industrial Cogen,Natural Gas,242.85,0.001,31934
2009,OK,Industrial Cogen,Natural Gas,236.102,0.001,31935
2010,OK,Industrial Cogen,Natural Gas,235.269,0.001,31936
2011,OK,Industrial Cogen,Natural Gas,195.841,0.001,31937
2012,OK,Industrial Cogen,Natural Gas,215.671,0.001,31938
2013,OK,Industrial Cogen,Natural Gas,206.946,0.001,31939
2014,OK,Industrial Cogen,Natural Gas,259.956,0.001,31940
2015,OK,Industrial Cogen,Natural Gas,348.838,0.002,31941
1990,OK,Industrial Cogen,Other,1.41,2.46,31942
1991,OK,Industrial Cogen,Other,0,2.426,31943
1992,OK,Industrial Cogen,Other,1.452,2.141,31944
1993,OK,Industrial Cogen,Other,0,2.341,31945
1994,OK,Industrial Cogen,Other,0,2.42,31946
1995,OK,Industrial Cogen,Other,1.313,0.003,31947
1996,OK,Industrial Cogen,Other,1.417,0.003,31948
1997,OK,Industrial Cogen,Other,1.446,0.003,31949
1998,OK,Industrial Cogen,Other,1.568,0.003,31950
1999,OK,Industrial Cogen,Other,1.669,0.003,31951
2000,OK,Industrial Cogen,Other,1.559,0.005,31952
2001,OK,Industrial Cogen,Other,0,0.012,31953
2002,OK,Industrial Cogen,Other,0,0.014,31954
2003,OK,Industrial Cogen,Other,0,0.009,31955
2004,OK,Industrial Cogen,Other,128.33,0.013,31956
2005,OK,Industrial Cogen,Other,115.259,0.012,31957
2006,OK,Industrial Cogen,Other,129.666,0.012,31958
2007,OK,Industrial Cogen,Other,71.26,0.006,31959
2008,OK,Industrial Cogen,Other,4.409,0,31960
2009,OK,Industrial Cogen,Other,76.023,0.007,31961
2010,OK,Industrial Cogen,Other,84.685,0.008,31962
2011,OK,Industrial Cogen,Other,103.141,0.01,31963
2012,OK,Industrial Cogen,Other,131.961,0.018,31964
2013,OK,Industrial Cogen,Other,127.287,0.235,31965
2014,OK,Industrial Cogen,Other,134.292,0.248,31966
2015,OK,Industrial Cogen,Other,142.115,0.006,31967
2008,OK,Industrial Cogen,Other Biomass,0,0.001,31968
2009,OK,Industrial Cogen,Other Biomass,0,0.001,31969
2010,OK,Industrial Cogen,Other Biomass,0,0.001,31970
2011,OK,Industrial Cogen,Other Biomass,0,0.001,31971
2012,OK,Industrial Cogen,Other Biomass,0,0.002,31972
2013,OK,Industrial Cogen,Other Biomass,0,0.032,31973
2014,OK,Industrial Cogen,Other Biomass,0,0.021,31974
2015,OK,Industrial Cogen,Other Biomass,0,0.017,31975
1995,OK,Industrial Cogen,Other Gases,0,0.001,31976
1996,OK,Industrial Cogen,Other Gases,0,0.001,31977
1997,OK,Industrial Cogen,Other Gases,0,0.001,31978
1998,OK,Industrial Cogen,Other Gases,0,0.001,31979
1999,OK,Industrial Cogen,Other Gases,0,0.001,31980
2000,OK,Industrial Cogen,Other Gases,0,0.001,31981
2001,OK,Industrial Cogen,Other Gases,0,0.001,31982
2002,OK,Industrial Cogen,Other Gases,0,0.001,31983
2003,OK,Industrial Cogen,Other Gases,0,0,31984
2004,OK,Industrial Cogen,Other Gases,0,0,31985
2005,OK,Industrial Cogen,Other Gases,0,0,31986
2006,OK,Industrial Cogen,Other Gases,0,0.002,31987
2007,OK,Industrial Cogen,Other Gases,0,0.002,31988
2008,OK,Industrial Cogen,Other Gases,0,0.002,31989
2009,OK,Industrial Cogen,Other Gases,0,0.002,31990
1990,OK,Industrial Cogen,Petroleum,106.958,0.624,31991
1991,OK,Industrial Cogen,Petroleum,110.342,0.644,31992
1992,OK,Industrial Cogen,Petroleum,134.851,0.015,31993
1993,OK,Industrial Cogen,Petroleum,164.18,0.019,31994
1994,OK,Industrial Cogen,Petroleum,120.853,0.015,31995
1995,OK,Industrial Cogen,Petroleum,82.859,0.484,31996
1996,OK,Industrial Cogen,Petroleum,68.553,0.44,31997
1997,OK,Industrial Cogen,Petroleum,64.093,0.413,31998
1998,OK,Industrial Cogen,Petroleum,32.662,0.227,31999
1999,OK,Industrial Cogen,Petroleum,52.864,0.354,32000
2000,OK,Industrial Cogen,Petroleum,47.223,0.293,32001
2001,OK,Industrial Cogen,Petroleum,127.41,0.788,32002
2002,OK,Industrial Cogen,Petroleum,156.544,1.047,32003
2003,OK,Industrial Cogen,Petroleum,178.908,1.244,32004
2004,OK,Industrial Cogen,Petroleum,220.736,1.789,32005
2005,OK,Industrial Cogen,Petroleum,231.351,1.701,32006
2006,OK,Industrial Cogen,Petroleum,166.195,2.173,32007
2007,OK,Industrial Cogen,Petroleum,95.163,2.126,32008
2008,OK,Industrial Cogen,Petroleum,16.24,0.099,32009
2009,OK,Industrial Cogen,Petroleum,6.629,0.042,32010
2010,OK,Industrial Cogen,Petroleum,21.506,0.635,32011
2013,OK,Industrial Cogen,Petroleum,1.274,0.002,32012
2014,OK,Industrial Cogen,Petroleum,0.266,0,32013
1995,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.497,32014
1996,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.5,32015
1997,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.374,32016
1998,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.597,32017
1999,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.252,32018
2000,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.511,32019
2001,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.382,32020
2002,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.547,32021
2003,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.506,32022
2004,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.696,32023
2005,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.644,32024
2006,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,3.391,32025
2007,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,3.303,32026
2008,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,0.006,32027
2009,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,0.505,32028
2010,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.97,32029
2011,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.819,32030
2012,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,3.15,32031
2013,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,3.044,32032
2014,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.989,32033
2015,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,2.799,32034
1990,OR,Industrial Cogen,Coal,115.05,2.152,32035
1992,OR,Industrial Cogen,Coal,115.05,2.156,32036
1993,OR,Industrial Cogen,Coal,101.205,1.885,32037
1994,OR,Industrial Cogen,Coal,119.178,2.206,32038
1995,OR,Industrial Cogen,Coal,156.263,0.793,32039
1996,OR,Industrial Cogen,Coal,82.693,0.802,32040
1997,OR,Industrial Cogen,Coal,124.254,1.25,32041
1998,OR,Industrial Cogen,Coal,135.646,1.119,32042
1999,OR,Industrial Cogen,Coal,132.297,0.54,32043
2000,OR,Industrial Cogen,Coal,108.61,0.448,32044
2001,OR,Industrial Cogen,Coal,88.336,0.196,32045
2002,OR,Industrial Cogen,Coal,83.252,0.302,32046
2003,OR,Industrial Cogen,Coal,105.038,0.378,32047
2004,OR,Industrial Cogen,Coal,111.055,0.414,32048
2005,OR,Industrial Cogen,Coal,16.493,0.087,32049
1990,OR,Industrial Cogen,Natural Gas,53.055,0,32050
1991,OR,Industrial Cogen,Natural Gas,126.985,0.001,32051
1992,OR,Industrial Cogen,Natural Gas,180.768,0.001,32052
1993,OR,Industrial Cogen,Natural Gas,193.999,0.001,32053
1994,OR,Industrial Cogen,Natural Gas,248.194,0.001,32054
1995,OR,Industrial Cogen,Natural Gas,321.831,0.001,32055
1996,OR,Industrial Cogen,Natural Gas,461.032,0.002,32056
1997,OR,Industrial Cogen,Natural Gas,437.293,0.002,32057
1998,OR,Industrial Cogen,Natural Gas,421.369,0.002,32058
1999,OR,Industrial Cogen,Natural Gas,423.727,0.002,32059
2000,OR,Industrial Cogen,Natural Gas,483.685,0.002,32060
2001,OR,Industrial Cogen,Natural Gas,385.32,0.002,32061
2002,OR,Industrial Cogen,Natural Gas,457.426,0.002,32062
2003,OR,Industrial Cogen,Natural Gas,381.868,0.003,32063
2004,OR,Industrial Cogen,Natural Gas,766.787,0.004,32064
2005,OR,Industrial Cogen,Natural Gas,687.368,0.004,32065
2006,OR,Industrial Cogen,Natural Gas,603.019,0.003,32066
2007,OR,Industrial Cogen,Natural Gas,562.797,0.005,32067
2008,OR,Industrial Cogen,Natural Gas,539.738,0.003,32068
2009,OR,Industrial Cogen,Natural Gas,374.688,0.002,32069
2010,OR,Industrial Cogen,Natural Gas,148.488,0,32070
2011,OR,Industrial Cogen,Natural Gas,105.398,0,32071
2012,OR,Industrial Cogen,Natural Gas,237.844,0.001,32072
2013,OR,Industrial Cogen,Natural Gas,214.576,0.001,32073
2014,OR,Industrial Cogen,Natural Gas,235.347,0.001,32074
2015,OR,Industrial Cogen,Natural Gas,248.277,0.001,32075
1990,OR,Industrial Cogen,Other,0,2.001,32076
1991,OR,Industrial Cogen,Other,0,2.184,32077
1992,OR,Industrial Cogen,Other,0,2.011,32078
1993,OR,Industrial Cogen,Other,0,1.987,32079
1994,OR,Industrial Cogen,Other,0,2.036,32080
2004,OR,Industrial Cogen,Other Biomass,0,0.004,32081
2013,OR,Industrial Cogen,Other Biomass,0,0.004,32082
2014,OR,Industrial Cogen,Other Biomass,0,0,32083
2015,OR,Industrial Cogen,Other Biomass,0,0.001,32084
1990,OR,Industrial Cogen,Petroleum,5.31,0.106,32085
1991,OR,Industrial Cogen,Petroleum,12.823,0.157,32086
1992,OR,Industrial Cogen,Petroleum,13.374,0.011,32087
1993,OR,Industrial Cogen,Petroleum,13.615,0.002,32088
1994,OR,Industrial Cogen,Petroleum,18.341,0.002,32089
1995,OR,Industrial Cogen,Petroleum,2.905,0.017,32090
1996,OR,Industrial Cogen,Petroleum,5.334,0.033,32091
1997,OR,Industrial Cogen,Petroleum,11.919,0.078,32092
1998,OR,Industrial Cogen,Petroleum,2.402,0.016,32093
1999,OR,Industrial Cogen,Petroleum,0.957,0.006,32094
2000,OR,Industrial Cogen,Petroleum,32.41,0.165,32095
2001,OR,Industrial Cogen,Petroleum,38.051,0.045,32096
2002,OR,Industrial Cogen,Petroleum,2.959,0,32097
2003,OR,Industrial Cogen,Petroleum,0,0.126,32098
2004,OR,Industrial Cogen,Petroleum,54.359,0.226,32099
2005,OR,Industrial Cogen,Petroleum,48.185,0.238,32100
2006,OR,Industrial Cogen,Petroleum,10.946,0.214,32101
2007,OR,Industrial Cogen,Petroleum,16.432,0.233,32102
2008,OR,Industrial Cogen,Petroleum,10.539,0.08,32103
2009,OR,Industrial Cogen,Petroleum,8.911,0.036,32104
2010,OR,Industrial Cogen,Petroleum,0.576,0.006,32105
2011,OR,Industrial Cogen,Petroleum,4.408,0.003,32106
1995,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,1.916,32107
1996,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,1.937,32108
1997,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,2.128,32109
1998,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,1.56,32110
1999,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,0.952,32111
2000,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,2.149,32112
2001,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,2.602,32113
2002,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,2.567,32114
